bank,voice,name,ALG,FB,LFO_SPEED,LFO_DELAY,LFO_PMD,LFO_AMD,LFO_SYNC,LFO_WAVE,TRANSPOSE,PITCH_EG_R1,PITCH_EG_R2,PITCH_EG_R3,PITCH_EG_R4,PITCH_EG_L1,PITCH_EG_L2,PITCH_EG_L3,PITCH_EG_L4,OP1_AR,OP1_DR,OP1_SR,OP1_RR,OP1_SL,OP1_TL,OP1_KSL,OP1_MULTI,OP1_DT,OP1_RS,OP1_AM,OP1_VIB,OP1_EGT,OP1_KSR,OP1_WS,OP2_AR,OP2_DR,OP2_SR,OP2_RR,OP2_SL,OP2_TL,OP2_KSL,OP2_MULTI,OP2_DT,OP2_RS,OP2_AM,OP2_VIB,OP2_EGT,OP2_KSR,OP2_WS,OP3_AR,OP3_DR,OP3_SR,OP3_RR,OP3_SL,OP3_TL,OP3_KSL,OP3_MULTI,OP3_DT,OP3_RS,OP3_AM,OP3_VIB,OP3_EGT,OP3_KSR,OP3_WS,OP4_AR,OP4_DR,OP4_SR,OP4_RR,OP4_SL,OP4_TL,OP4_KSL,OP4_MULTI,OP4_DT,OP4_RS,OP4_AM,OP4_VIB,OP4_EGT,OP4_KSR,OP4_WS,OP5_AR,OP5_DR,OP5_SR,OP5_RR,OP5_SL,OP5_TL,OP5_KSL,OP5_MULTI,OP5_DT,OP5_RS,OP5_AM,OP5_VIB,OP5_EGT,OP5_KSR,OP5_WS,OP6_AR,OP6_DR,OP6_SR,OP6_RR,OP6_SL,OP6_TL,OP6_KSL,OP6_MULTI,OP6_DT,OP6_RS,OP6_AM,OP6_VIB,OP6_EGT,OP6_KSR,OP6_WS
A,11,Strings,16,7,45,66,50,0,24,24,83,94,67,95,60,50,50,50,50,53,64,32,54,70,89,90,0,55,0,0,3,86,4,93,90,88,38,32,97,92,84,0,39,0,39,0,115,4,62,96,50,32,54,91,94,95,0,0,0,0,0,50,0,89,89,45,35,32,94,97,99,0,44,0,29,3,66,4,70,68,81,15,42,82,90,91,0,54,0,0,0,49,0,82,45,30,25,44,94,98,97,0,0,0,0,0,58,8,99
A,12,HallOrch,11,7,40,0,25,0,24,16,72,94,67,95,60,50,50,50,50,53,64,32,9,70,89,90,0,55,0,0,3,6,0,78,90,88,35,10,97,92,84,0,39,0,8,0,51,0,83,96,50,32,11,91,94,95,0,0,0,0,0,89,0,86,39,42,35,51,94,97,99,0,44,0,0,3,1,12,83,99,60,67,9,82,90,92,0,99,5,0,0,40,0,89,40,41,25,49,84,98,99,0,0,0,0,0,58,12,98
A,13,NewOrchest,16,7,44,0,14,0,24,32,78,94,67,95,60,50,50,50,50,53,64,32,54,70,89,90,0,55,0,0,3,86,4,91,90,88,38,32,97,92,84,0,39,0,39,0,115,4,60,96,50,32,54,91,94,95,0,0,0,0,0,34,0,89,89,45,35,32,94,97,99,0,44,0,29,3,82,4,70,68,81,15,42,82,90,91,0,54,0,0,0,41,0,82,45,28,25,40,94,98,97,0,0,0,0,0,58,16,97
A,14,Analog-Str,14,15,31,0,33,0,24,24,65,84,95,95,60,50,50,50,50,84,36,10,49,99,99,95,8,52,0,0,3,104,4,62,84,36,10,46,99,99,95,7,52,18,0,3,104,4,76,84,36,10,40,99,99,99,0,38,6,0,0,32,4,81,49,12,10,48,96,94,94,0,36,31,0,0,16,8,99,56,54,56,45,99,99,99,0,38,0,0,0,8,4,79,84,80,10,46,99,99,99,0,36,31,0,0,56,7,94
A,15,LiveStrg,14,7,31,0,33,0,24,24,76,84,95,95,60,50,50,50,50,84,36,10,0,99,99,95,8,52,0,0,3,104,4,62,84,36,10,0,99,99,95,7,52,18,0,3,104,4,76,84,36,10,0,99,99,99,0,38,6,0,0,32,4,77,45,12,10,42,96,94,94,0,36,31,0,0,16,8,99,44,36,10,34,99,99,99,0,38,0,0,0,8,4,77,58,35,10,43,99,99,99,0,36,31,0,0,56,7,94
A,16,BowedBass,15,6,29,33,3,0,12,40,66,99,94,94,60,41,50,50,50,84,27,29,75,98,96,88,45,42,11,43,3,119,12,70,90,88,31,57,97,92,86,83,39,0,0,0,44,12,84,71,44,18,51,98,94,70,0,44,0,40,0,91,8,83,99,36,35,36,94,97,97,0,39,0,14,3,99,4,81,83,81,15,39,82,90,91,0,46,26,24,3,74,8,70,47,37,36,45,98,98,97,0,34,0,15,0,82,19,99
A,17,EleCello A,10,6,38,33,6,0,12,32,69,32,53,50,15,49,50,50,48,68,81,50,48,82,90,93,64,46,1,20,3,24,0,83,73,66,31,78,82,87,63,0,55,15,21,12,59,4,63,40,23,16,43,90,98,94,0,39,0,21,0,59,12,95,89,71,18,53,94,97,95,0,17,0,17,3,51,0,84,82,81,15,67,82,90,93,91,46,4,38,15,58,4,81,41,27,16,51,90,98,94,0,15,0,25,0,60,20,99
A,18,EleCello B,14,15,28,46,30,0,12,40,69,94,67,95,60,44,50,50,50,53,64,44,54,99,92,56,0,55,25,0,3,58,8,54,53,67,38,54,86,92,74,0,0,0,0,0,58,0,84,96,19,20,54,99,92,89,0,0,0,0,0,58,16,75,50,52,35,50,99,92,77,0,51,99,60,3,58,16,99,99,71,35,51,82,92,87,0,54,0,0,0,57,0,86,52,30,25,50,99,92,75,0,0,0,0,0,58,16,99
A,19,Violins,1,6,48,0,12,0,12,24,86,87,94,0,0,49,51,50,50,99,50,45,59,99,79,77,0,33,0,18,3,34,16,58,70,49,55,46,97,93,80,0,38,0,22,0,42,8,77,61,30,0,35,99,98,90,0,46,4,13,3,60,4,89,50,18,17,53,99,95,92,0,0,0,0,0,50,16,99,60,0,0,42,99,98,97,0,39,1,6,3,1,0,82,50,25,22,49,99,97,86,0,0,0,0,0,50,12,97
A,20,Bassoon,3,7,32,0,0,0,12,48,66,99,99,99,99,39,50,50,50,74,99,24,64,99,99,96,0,0,0,7,0,40,0,61,62,99,99,47,99,99,99,0,0,0,8,0,66,4,83,62,64,16,67,90,99,94,0,75,5,0,0,59,16,99,92,85,16,67,90,99,94,0,0,0,0,0,76,4,35,92,85,16,67,90,99,94,0,0,0,0,0,44,4,88,50,68,16,67,90,99,94,0,10,0,35,0,59,16,80
A,21,Clarinet,1,7,34,0,0,0,24,48,67,71,99,99,99,48,50,51,50,99,99,99,99,99,99,99,0,28,0,10,0,56,4,92,48,99,99,99,99,99,99,0,26,0,4,0,56,4,51,99,48,99,57,99,99,99,0,27,5,10,3,56,8,87,64,69,99,77,99,99,99,0,22,93,5,3,58,8,91,64,32,99,61,99,99,99,0,45,3,14,3,56,4,73,67,41,20,62,94,99,95,0,24,99,0,0,58,8,99
A,22,Oboe,3,7,32,0,0,0,24,48,79,46,99,99,99,49,50,50,50,68,40,17,99,99,98,96,0,0,0,6,12,57,7,55,68,40,17,99,99,95,96,0,0,0,4,12,57,4,74,65,40,17,99,99,98,94,0,17,0,15,0,57,6,99,68,40,17,99,99,95,0,0,0,0,17,0,58,4,71,68,40,17,99,99,98,94,0,0,0,8,0,57,5,86,58,40,17,99,99,95,0,0,59,32,0,0,58,12,99
A,23,Flute,15,5,30,23,2,2,24,32,70,94,67,95,60,50,50,50,50,99,64,98,61,99,67,52,0,46,0,0,12,88,8,82,65,38,0,61,99,0,0,0,53,0,43,0,56,6,59,99,25,25,38,95,95,95,0,60,10,29,0,59,0,0,53,38,75,61,88,44,24,0,46,0,0,3,32,13,76,99,97,62,54,99,99,90,0,32,0,50,0,92,10,90,51,68,45,65,93,94,98,0,41,0,0,0,41,16,98
A,24,SongFlute,11,15,30,0,0,0,24,56,83,50,12,99,99,51,50,50,49,60,67,0,51,99,70,70,0,0,0,0,0,56,8,70,99,66,99,41,99,80,80,0,0,0,0,0,56,0,80,99,95,99,64,99,90,90,0,0,0,0,0,56,4,70,54,59,99,64,99,90,90,0,0,0,0,0,56,12,99,99,42,99,99,99,0,0,67,0,0,0,0,0,12,99,50,69,99,54,79,0,0,0,0,0,0,0,56,24,94
A,25,SpitFlute,11,15,28,5,0,0,24,48,83,99,99,99,99,50,50,50,50,70,66,0,99,99,0,0,0,0,0,0,0,56,20,99,99,61,99,41,99,70,70,0,0,0,0,0,88,28,82,53,27,35,64,97,94,90,0,0,0,0,0,56,7,77,50,33,99,64,99,90,90,0,0,0,0,0,57,13,99,99,99,99,99,99,99,99,67,0,0,0,0,0,2,99,81,80,32,94,54,99,90,0,0,0,0,0,56,14,60
A,26,PanFloot,4,15,35,0,0,0,36,48,80,35,99,99,99,50,50,50,48,93,27,26,99,93,99,92,0,0,0,0,0,24,0,99,54,54,24,99,66,47,13,0,0,0,0,0,56,12,99,73,66,99,53,93,17,38,0,0,0,0,0,49,0,91,58,46,25,71,99,95,88,0,0,0,0,0,0,16,99,58,68,55,53,93,42,0,0,0,0,0,0,0,12,81,58,40,26,71,99,92,0,0,0,0,0,0,48,16,99
A,27,Piccolo,4,8,45,0,0,0,36,32,80,98,71,95,60,50,50,50,50,99,78,51,98,80,64,37,0,39,0,0,0,58,28,61,58,59,52,68,61,99,94,0,39,0,0,0,16,8,94,99,53,21,98,96,64,64,0,39,0,0,0,96,12,40,57,62,28,68,83,99,92,0,39,0,0,0,104,8,94,99,53,21,98,96,64,64,0,39,0,20,0,56,0,45,68,56,28,68,81,99,92,0,39,0,0,0,56,8,93
A,28,Sax,17,7,32,38,0,0,24,41,83,99,99,99,99,39,50,50,50,60,57,25,54,99,97,89,0,63,0,0,0,57,0,99,71,10,6,62,98,99,99,0,43,39,17,15,112,8,51,98,76,40,64,42,60,42,0,39,0,13,0,59,12,99,65,16,14,50,99,99,98,0,48,4,4,0,56,8,81,95,0,25,50,99,99,99,0,39,46,57,3,58,8,66,50,62,7,65,74,99,96,0,0,0,3,0,90,8,95
A,29,Harmonica,3,7,35,35,5,0,36,49,72,94,67,95,60,50,50,50,50,53,86,98,58,68,59,62,0,51,28,11,0,67,11,99,53,31,0,61,82,89,0,0,32,0,0,12,35,11,89,53,56,28,68,99,95,88,0,36,0,0,0,59,13,99,53,89,92,60,99,93,97,0,51,0,11,0,35,11,75,53,31,0,61,82,89,0,0,32,0,0,12,59,11,92,53,56,28,68,99,95,88,0,36,0,0,0,59,13,99
A,30,Harp,7,15,27,0,1,0,24,64,72,99,99,99,99,50,50,50,50,96,28,26,32,99,0,0,0,15,0,32,0,69,12,81,99,33,18,11,99,80,0,0,15,0,5,0,60,12,72,99,73,26,24,99,95,0,0,98,3,0,7,117,12,79,83,34,28,27,99,0,0,0,0,0,3,0,61,8,99,69,63,26,35,99,0,0,0,63,9,0,4,59,12,82,83,67,49,35,99,49,0,0,39,0,0,0,61,12,99
A,31,EbonyIvory,6,13,29,0,0,0,24,24,69,99,99,99,99,50,50,50,50,67,9,11,42,99,92,0,0,2,0,35,3,91,8,87,64,10,13,42,99,88,0,0,34,8,9,3,76,8,81,72,73,51,55,99,58,0,0,51,0,11,15,50,12,92,64,21,7,44,99,79,0,0,30,0,0,0,78,24,99,63,8,0,39,99,91,0,0,32,0,12,0,101,4,81,64,21,7,41,99,79,0,0,30,0,0,0,61,24,99
A,32,PianoBrite,10,14,35,0,0,0,24,25,80,0,0,0,0,50,50,50,50,80,15,28,33,93,80,0,0,48,2,10,3,85,8,88,99,99,64,54,48,98,0,33,42,0,11,0,82,16,93,73,54,12,43,99,97,0,0,49,0,0,0,28,12,99,95,22,17,32,99,92,75,0,5,0,28,0,102,8,93,88,71,16,30,99,93,70,80,39,8,0,3,35,0,76,76,31,14,47,99,90,0,0,34,99,9,3,61,20,99
